time.sec	time.min	input		F0.17	F0.37	F0.57	F0.77	F0.97	PS0.01	PS0.17	PS0.49	PS0.65	Vp0.0001	Vp0.03	Vp0.09	Vp0.12		F0.4	F0.8	F1.2	F1.6	F2.0	PS0.0	PS0.17	PS0.51	PS0.68	Vp0.0001	Vp0.04	Vp0.12	Vp0.16
95	1.583333333	1.74107099		0.548748	0.715258	0.771637	0.79927	0.815564	0.145681	0.569666	0.881708	0.948664	0.674583	0.723088	0.820729	0.869903		0.739395	0.807215	0.82878	0.839227	0.84537	0.14009	0.618916	0.924793	0.969332	0.690565	0.759146	0.899148	0.969758
96	1.6	1.735333359		0.550828	0.716611	0.772555	0.799933	0.816061	0.145581	0.571108	0.881788	0.947947	0.675626	0.724073	0.821574	0.870667		0.740218	0.807252	0.828507	0.838793	0.844836	0.139604	0.619913	0.922985	0.966252	0.690647	0.759053	0.898686	0.969094
97	1.616666667	1.729774675		0.55288	0.717937	0.773444	0.800568	0.816531	0.145492	0.572535	0.881835	0.947197	0.676637	0.725028	0.822393	0.871403		0.741015	0.807267	0.828218	0.838342	0.844285	0.139137	0.620901	0.921173	0.963188	0.69071	0.758936	0.89821	0.968423
98	1.633333333	1.724389908		0.554905	0.719233	0.774307	0.801175	0.816975	0.145415	0.57395	0.881852	0.946417	0.677618	0.725952	0.823183	0.872117		0.741784	0.807261	0.827909	0.837875	0.843718	0.138682	0.621877	0.919354	0.960138	0.690739	0.758797	0.89772	0.967742
99	1.65	1.719174181		0.556909	0.7205	0.775142	0.801758	0.817396	0.145347	0.57535	0.881837	0.945606	0.678566	0.726847	0.823949	0.872809		0.742526	0.807237	0.827583	0.837391	0.843141	0.13824	0.62284	0.91753	0.957103	0.69074	0.758636	0.89722	0.967059
100	1.666666667	1.714122771		0.558891	0.721741	0.77595	0.802316	0.817792	0.145288	0.576736	0.881793	0.944767	0.679486	0.727715	0.824692	0.873483		0.743244	0.807192	0.827243	0.836895	0.842548	0.137815	0.623796	0.915705	0.954088	0.690717	0.758455	0.89671	0.966368
101	1.683333333	1.709231095		0.560844	0.722955	0.776733	0.80285	0.818164	0.145238	0.578108	0.88172	0.943902	0.680374	0.728555	0.825412	0.874129		0.743937	0.807128	0.826886	0.836385	0.841944	0.137402	0.624739	0.913877	0.95109	0.690669	0.758254	0.896187	0.965672
102	1.7	1.704494708		0.56278	0.724143	0.777491	0.803358	0.818515	0.145197	0.579468	0.881621	0.943011	0.681235	0.729368	0.82611	0.87476		0.744606	0.807049	0.826514	0.835863	0.841328	0.137	0.625672	0.912046	0.948111	0.690603	0.758034	0.895657	0.964971
103	1.716666667	1.699909294		0.564695	0.725305	0.778226	0.803847	0.818843	0.145166	0.580814	0.881496	0.942097	0.682067	0.730156	0.826786	0.875367		0.745253	0.806952	0.826132	0.835328	0.840703	0.136616	0.626598	0.91022	0.945156	0.690516	0.757798	0.895117	0.964262
104	1.733333333	1.695470666		0.566585	0.726443	0.778938	0.804313	0.819152	0.145142	0.582147	0.881347	0.941161	0.682873	0.730919	0.82744	0.87596		0.745877	0.806838	0.825736	0.834784	0.840068	0.136241	0.627513	0.908392	0.942221	0.690408	0.757543	0.894568	0.963553
105	1.75	1.691174756		0.568453	0.727558	0.779628	0.804757	0.819441	0.145128	0.583469	0.881175	0.940205	0.683653	0.731657	0.828073	0.876532		0.74648	0.806709	0.825325	0.834229	0.839421	0.135877	0.628416	0.906566	0.939306	0.690277	0.757273	0.894011	0.96284
106	1.766666667	1.687017613		0.570303	0.728649	0.780295	0.805182	0.819712	0.145122	0.584778	0.88098	0.939228	0.68441	0.732373	0.828689	0.877086		0.747061	0.806566	0.824905	0.833664	0.83877	0.135526	0.629312	0.904744	0.936417	0.690128	0.756989	0.893446	0.962121
107	1.783333333	1.682995396		0.572134	0.729717	0.780942	0.805588	0.819962	0.145123	0.586076	0.880763	0.938233	0.685144	0.733066	0.829283	0.877625		0.747623	0.806409	0.824475	0.83309	0.83811	0.135186	0.630199	0.902926	0.933551	0.689958	0.756689	0.892874	0.961403
108	1.8	1.679104376		0.573941	0.730764	0.781568	0.805975	0.820196	0.145131	0.58736	0.880526	0.93722	0.685853	0.733737	0.829859	0.878145		0.748165	0.80624	0.824033	0.832508	0.837441	0.134857	0.631077	0.901112	0.93071	0.68978	0.756375	0.892299	0.960685
109	1.816666667	1.675340923		0.575729	0.731789	0.782176	0.806343	0.820413	0.145148	0.588635	0.880269	0.936192	0.686536	0.734387	0.830417	0.87865		0.748688	0.806056	0.823584	0.831921	0.836768	0.134539	0.631947	0.899304	0.927894	0.689587	0.75605	0.891716	0.959964
110	1.833333333	1.671701511		0.577502	0.732793	0.782764	0.806695	0.820614	0.145172	0.589898	0.879994	0.935149	0.687201	0.735017	0.830959	0.879138		0.749193	0.805862	0.823125	0.831325	0.836088	0.13423	0.632807	0.897502	0.925105	0.689378	0.755712	0.891128	0.959238
111	1.85	1.668182706		0.579253	0.733778	0.783334	0.80703	0.820799	0.145202	0.59115	0.879701	0.934092	0.687845	0.735626	0.831485	0.879615		0.74968	0.805657	0.822659	0.830722	0.835404	0.133933	0.633661	0.895708	0.922342	0.689157	0.755362	0.890538	0.958514
112	1.866666667	1.664781173		0.580984	0.734742	0.783886	0.807348	0.820969	0.14524	0.592392	0.879392	0.933023	0.68847	0.736217	0.831993	0.880073		0.75015	0.805441	0.822184	0.830114	0.834715	0.133645	0.634505	0.893921	0.919606	0.688921	0.755002	0.889942	0.957791
113	1.883333333	1.661493662		0.582701	0.735687	0.78442	0.807651	0.821125	0.145283	0.593623	0.879066	0.931942	0.689075	0.736789	0.832486	0.880521		0.750604	0.805214	0.821703	0.829502	0.834021	0.133367	0.635342	0.892142	0.916898	0.688664	0.754632	0.889343	0.957067
114	1.9	1.658317012		0.584398	0.736614	0.784939	0.807939	0.821267	0.145333	0.594843	0.878726	0.93085	0.68966	0.737343	0.832964	0.880954		0.751041	0.804978	0.821215	0.828885	0.833327	0.133097	0.636171	0.890372	0.914218	0.688398	0.754252	0.888741	0.956342
115	1.916666667	1.655248147		0.586078	0.737523	0.785442	0.808213	0.821397	0.145391	0.596055	0.878371	0.929749	0.690225	0.73788	0.833427	0.881373		0.751463	0.804733	0.820722	0.828264	0.832627	0.132837	0.636993	0.888612	0.911567	0.688119	0.753863	0.888134	0.95562
116	1.933333333	1.65228407		0.58774	0.738414	0.785929	0.808472	0.821513	0.145455	0.597256	0.878003	0.928639	0.690775	0.7384	0.833877	0.881781		0.75187	0.804481	0.820224	0.827638	0.831925	0.132587	0.637808	0.886863	0.908945	0.687829	0.753466	0.887529	0.954898
117	1.95	1.649421865		0.589384	0.739287	0.786401	0.80872	0.821617	0.145523	0.598447	0.877621	0.927521	0.691306	0.738904	0.834313	0.882177		0.752263	0.80422	0.819721	0.827011	0.831221	0.132344	0.638616	0.885124	0.906352	0.687527	0.753061	0.88692	0.954178
118	1.966666667	1.64665869		0.591016	0.740145	0.786858	0.808953	0.82171	0.145597	0.599629	0.877228	0.926396	0.691818	0.739392	0.834735	0.88256		0.752641	0.803951	0.819212	0.82638	0.830516	0.132108	0.639415	0.883395	0.903788	0.687213	0.752649	0.886309	0.953461
119	1.983333333	1.643991778		0.592632	0.740986	0.787302	0.809175	0.821791	0.145677	0.600801	0.876823	0.925265	0.692316	0.739865	0.835145	0.882932		0.753006	0.803676	0.818702	0.825747	0.82981	0.131883	0.64021	0.88168	0.901255	0.686889	0.752231	0.885699	0.952742
120	2	1.641418434		0.594225	0.741811	0.787731	0.809385	0.821863	0.145763	0.601964	0.876407	0.924127	0.692801	0.740324	0.835543	0.883292		0.753358	0.803394	0.818187	0.825113	0.829102	0.131664	0.640996	0.879975	0.898752	0.686558	0.751806	0.885088	0.95203
121	2.016666667	1.638936029		0.595809	0.742621	0.788149	0.809583	0.821924	0.145855	0.603119	0.875981	0.922986	0.693268	0.740768	0.835929	0.883645		0.753698	0.803106	0.817668	0.824477	0.828396	0.131452	0.641776	0.878283	0.896278	0.68622	0.751376	0.884476	0.951319
122	2.033333333	1.636542006		0.597377	0.743415	0.788553	0.809771	0.821976	0.145951	0.604266	0.875546	0.921841	0.693722	0.741198	0.836303	0.883986		0.754025	0.802812	0.817148	0.82384	0.827689	0.13125	0.642551	0.876605	0.893837	0.685874	0.75094	0.883865	0.95061
123	2.05	1.634233867		0.598927	0.744196	0.788945	0.809948	0.822018	0.146052	0.605403	0.875101	0.920693	0.69416	0.741616	0.836667	0.884317		0.754341	0.802513	0.816625	0.823203	0.826981	0.131053	0.643318	0.87494	0.891425	0.685516	0.7505	0.883252	0.949903
124	2.066666667	1.632009183		0.600464	0.744962	0.789326	0.810116	0.822051	0.146158	0.606531	0.874649	0.919542	0.694582	0.74202	0.83702	0.884639		0.754645	0.80221	0.8161	0.822565	0.826276	0.130864	0.64408	0.873288	0.889044	0.685153	0.750055	0.882642	0.949204
125	2.083333333	1.62986558		0.601988	0.745715	0.789695	0.810273	0.822076	0.146268	0.607652	0.874188	0.918388	0.694992	0.742413	0.837364	0.884952		0.754938	0.801902	0.815574	0.821928	0.825571	0.130682	0.644836	0.871651	0.886695	0.684784	0.749607	0.882033	0.948507
126	2.1	1.627800749		0.603495	0.746453	0.790054	0.810421	0.822093	0.146384	0.608764	0.87372	0.917234	0.695388	0.742793	0.837696	0.885255		0.755221	0.801589	0.815046	0.821291	0.824868	0.130506	0.645585	0.870027	0.884375	0.684406	0.749155	0.881424	0.947812
127	2.116666667	1.625812435		0.60499	0.74718	0.790401	0.810561	0.822104	0.146504	0.609869	0.873246	0.916079	0.695776	0.743162	0.83802	0.885551		0.755493	0.801274	0.814517	0.820654	0.824166	0.130336	0.646328	0.868417	0.882087	0.684027	0.748699	0.880818	0.947122
128	2.133333333	1.623898439		0.606473	0.747893	0.790739	0.810692	0.822106	0.146629	0.610966	0.872765	0.914925	0.696152	0.743519	0.838334	0.88584		0.755756	0.800954	0.813989	0.820019	0.823467	0.130174	0.647067	0.866824	0.879831	0.68364	0.748242	0.880213	0.946436
